invoice,custID,prodID,amt,qty,discounted,SalesDate,Department
46880,1,40,315,42,0,11/15/2006 0:00,TPCW
48674,29,30,249,171,0,11/15/2006 0:00,TPCW
48674,29,38,242,40,0,11/15/2006 0:00,TPCW
50010,8,31,258,174,0,11/15/2006 0:00,TPCW
55433,16,56,358,108,0,11/15/2006 0:00,TPCW
55433,16,24,328,53,0,11/15/2006 0:00,TPCW
7933,28,73,149,11,0,11/14/2006 0:00,TPCW
8787,33,21,276,48,0,11/14/2006 0:00,TPCW
8880,3,32,151,69,0,11/14/2006 0:00,TPCW
10317,31,9,145,137,0,11/14/2006 0:00,TPCW
13877,40,7,352,101,0,11/14/2006 0:00,TPCW
17998,37,34,253,39,0,11/14/2006 0:00,TPCW
20792,29,6,216,101,0,11/14/2006 0:00,TPCW
22081,8,19,200,135,0,11/14/2006 0:00,TPCW
27737,36,3,268,177,0,11/14/2006 0:00,TPCW
28174,35,104,193,27,0,11/14/2006 0:00,TPCW
30904,10,34,251,76,0,11/14/2006 0:00,TPCW
32583,14,95,132,41,0,11/14/2006 0:00,TPCW
32583,14,93,246,32,0,11/14/2006 0:00,TPCW
34075,5,70,324,129,0,11/14/2006 0:00,TPCW
34075,5,80,244,127,0,11/14/2006 0:00,TPCW
34127,27,48,196,140,0,11/14/2006 0:00,TPCW
34127,27,49,297,185,0,11/14/2006 0:00,TPCW
39383,16,76,106,153,0,11/14/2006 0:00,TPCW
40139,26,48,136,184,0,11/14/2006 0:00,TPCW
40765,23,13,178,64,0,11/14/2006 0:00,TPCW
43742,2,94,363,125,0,11/14/2006 0:00,TPCW
44123,13,94,328,165,0,11/14/2006 0:00,TPCW
48518,12,102,282,178,0,11/14/2006 0:00,TPCW
55273,6,67,209,89,0,11/14/2006 0:00,TPCW
1119,40,21,300,154,0,11/13/2006 0:00,TPCW
1282,19,63,394,178,0,11/13/2006 0:00,TPCW
2889,5,6,153,130,0,11/13/2006 0:00,TPCW
14314,32,65,155,180,0,11/13/2006 0:00,TPCW
15809,38,57,140,175,0,11/13/2006 0:00,TPCW
18379,15,36,211,59,0,11/13/2006 0:00,TPCW
18936,26,85,108,189,0,11/13/2006 0:00,TPCW
19789,27,78,230,125,0,11/13/2006 0:00,TPCW
20983,33,58,158,51,0,11/13/2006 0:00,TPCW
21459,8,43,134,168,0,11/13/2006 0:00,TPCW
23217,31,101,228,194,0,11/13/2006 0:00,TPCW
25339,1,23,143,144,0,11/13/2006 0:00,TPCW
30921,35,104,293,101,0,11/13/2006 0:00,TPCW
31673,22,83,225,186,0,11/13/2006 0:00,TPCW
44555,39,3,268,137,0,11/13/2006 0:00,TPCW
48836,9,16,313,43,0,11/13/2006 0:00,TPCW
48836,9,96,400,15,0,11/13/2006 0:00,TPCW
53331,7,23,250,123,0,11/13/2006 0:00,TPCW
54434,16,40,301,89,0,11/13/2006 0:00,TPCW
1408,5,10,333,146,0,11/12/2006 0:00,TPCW
1741,26,97,329,25,0,11/12/2006 0:00,TPCW
2452,10,91,340,26,0,11/12/2006 0:00,TPCW
12667,21,28,349,26,0,11/12/2006 0:00,TPCW
16470,12,80,369,69,0,11/12/2006 0:00,TPCW
16644,7,14,336,191,0,11/12/2006 0:00,TPCW
21218,22,98,361,54,0,11/12/2006 0:00,TPCW
22287,15,35,192,105,0,11/12/2006 0:00,TPCW
25183,17,93,387,110,0,11/12/2006 0:00,TPCW
25663,14,67,275,106,0,11/12/2006 0:00,TPCW
26212,3,13,389,74,0,11/12/2006 0:00,TPCW
32893,37,48,220,81,0,11/12/2006 0:00,TPCW
35189,13,46,136,81,0,11/12/2006 0:00,TPCW
38849,40,55,178,83,0,11/12/2006 0:00,TPCW
39533,23,9,180,103,0,11/12/2006 0:00,TPCW
43656,25,92,131,11,0,11/12/2006 0:00,TPCW
51564,19,14,218,127,0,11/12/2006 0:00,TPCW
53309,35,71,322,166,0,11/12/2006 0:00,TPCW
4182,22,78,167,14,0,11/11/2006 0:00,TPCW
5277,20,105,339,98,0,11/11/2006 0:00,TPCW
5277,20,76,157,144,0,11/11/2006 0:00,TPCW
13833,21,48,113,59,0,11/11/2006 0:00,TPCW
24867,24,80,141,149,0,11/11/2006 0:00,TPCW
26774,29,59,196,112,0,11/11/2006 0:00,TPCW
26774,29,41,130,122,0,11/11/2006 0:00,TPCW
27303,16,46,139,40,0,11/11/2006 0:00,TPCW
30783,37,14,177,15,0,11/11/2006 0:00,TPCW
34756,28,34,316,145,0,11/11/2006 0:00,TPCW
34853,10,34,164,25,0,11/11/2006 0:00,TPCW
35250,19,74,178,183,0,11/11/2006 0:00,TPCW
38750,18,52,222,148,0,11/11/2006 0:00,TPCW
38750,18,73,182,68,0,11/11/2006 0:00,TPCW
38779,35,21,225,61,0,11/11/2006 0:00,TPCW
40316,12,94,324,44,0,11/11/2006 0:00,TPCW
42627,13,10,363,13,0,11/11/2006 0:00,TPCW
42750,39,18,304,200,0,11/11/2006 0:00,TPCW
48970,17,18,153,187,0,11/11/2006 0:00,TPCW
54430,11,65,260,126,0,11/11/2006 0:00,TPCW
54430,11,102,229,184,0,11/11/2006 0:00,TPCW
379,8,48,356,123,0,11/10/2006 0:00,TPCW
379,8,96,240,92,0,11/10/2006 0:00,TPCW
4608,5,72,314,121,0,11/10/2006 0:00,TPCW
5001,17,104,270,158,0,11/10/2006 0:00,TPCW
6060,21,3,343,74,0,11/10/2006 0:00,TPCW
8288,38,4,159,118,0,11/10/2006 0:00,TPCW
10384,13,76,122,27,0,11/10/2006 0:00,TPCW
10384,13,95,109,160,0,11/10/2006 0:00,TPCW
11082,2,58,283,182,0,11/10/2006 0:00,TPCW
20361,35,55,387,35,0,11/10/2006 0:00,TPCW
26162,40,101,181,51,0,11/10/2006 0:00,TPCW
26616,12,92,320,48,0,11/10/2006 0:00,TPCW
27259,1,102,369,188,0,11/10/2006 0:00,TPCW
30909,33,29,130,59,0,11/10/2006 0:00,TPCW
32964,3,34,249,100,0,11/10/2006 0:00,TPCW
33310,10,88,195,26,0,11/10/2006 0:00,TPCW
48004,39,32,113,19,0,11/10/2006 0:00,TPCW
49272,19,28,359,89,0,11/10/2006 0:00,TPCW
55271,36,29,381,17,0,11/10/2006 0:00,TPCW
840,20,75,330,37,0,11/9/2006 0:00,TPCW
1147,11,94,185,26,0,11/9/2006 0:00,TPCW
1147,11,100,303,87,0,11/9/2006 0:00,TPCW
1497,1,87,374,16,0,11/9/2006 0:00,TPCW
5081,18,101,340,111,0,11/9/2006 0:00,TPCW
10688,7,61,244,198,0,11/9/2006 0:00,TPCW
21920,30,19,129,56,0,11/9/2006 0:00,TPCW
23947,10,104,367,125,0,11/9/2006 0:00,TPCW
30607,12,2,191,111,0,11/9/2006 0:00,TPCW
30761,22,23,264,161,0,11/9/2006 0:00,TPCW
33154,38,64,311,123,0,11/9/2006 0:00,TPCW
37091,27,88,288,59,0,11/9/2006 0:00,TPCW
37634,3,101,230,60,0,11/9/2006 0:00,TPCW
40899,39,18,233,44,0,11/9/2006 0:00,TPCW
41380,40,68,283,128,0,11/9/2006 0:00,TPCW
42373,32,91,215,78,0,11/9/2006 0:00,TPCW
42879,23,61,315,171,0,11/9/2006 0:00,TPCW
45006,37,55,390,87,0,11/9/2006 0:00,TPCW
55362,19,50,296,86,0,11/9/2006 0:00,TPCW
9866,7,38,355,136,0,11/8/2006 0:00,TPCW
10487,35,3,262,54,0,11/8/2006 0:00,TPCW
19707,22,17,108,127,0,11/8/2006 0:00,TPCW
21489,4,20,240,46,0,11/8/2006 0:00,TPCW
23561,25,83,310,93,0,11/8/2006 0:00,TPCW
23641,1,17,181,118,0,11/8/2006 0:00,TPCW
23690,17,20,288,156,0,11/8/2006 0:00,TPCW
24181,31,103,216,30,0,11/8/2006 0:00,TPCW
26495,33,52,390,40,0,11/8/2006 0:00,TPCW
30906,21,16,225,141,0,11/8/2006 0:00,TPCW
37728,10,103,336,94,0,11/8/2006 0:00,TPCW
46984,23,101,324,54,0,11/8/2006 0:00,TPCW
47488,15,15,305,129,0,11/8/2006 0:00,TPCW
47860,38,63,354,126,0,11/8/2006 0:00,TPCW
52042,40,58,179,146,0,11/8/2006 0:00,TPCW
374,5,14,347,195,0,11/7/2006 0:00,TPCW
450,9,35,257,42,0,11/7/2006 0:00,TPCW
467,8,73,122,51,0,11/7/2006 0:00,TPCW
4306,39,66,225,56,0,11/7/2006 0:00,TPCW
5637,16,74,242,78,0,11/7/2006 0:00,TPCW
9073,33,102,369,15,0,11/7/2006 0:00,TPCW
14425,4,19,183,152,0,11/7/2006 0:00,TPCW
15503,6,20,367,99,0,11/7/2006 0:00,TPCW
18548,26,57,221,55,0,11/7/2006 0:00,TPCW
18548,26,103,193,61,0,11/7/2006 0:00,TPCW
20871,38,6,204,188,0,11/7/2006 0:00,TPCW
25217,1,94,391,131,0,11/7/2006 0:00,TPCW
32230,12,34,192,60,0,11/7/2006 0:00,TPCW
37841,24,13,188,109,0,11/7/2006 0:00,TPCW
38335,21,86,297,95,0,11/7/2006 0:00,TPCW
39816,15,2,181,42,0,11/7/2006 0:00,TPCW
41731,11,105,315,71,0,11/7/2006 0:00,TPCW
45015,2,51,209,57,0,11/7/2006 0:00,TPCW
47064,23,42,150,63,0,11/7/2006 0:00,TPCW
47064,23,20,217,186,0,11/7/2006 0:00,TPCW
48057,34,48,356,172,0,11/7/2006 0:00,TPCW
51241,22,73,215,97,0,11/7/2006 0:00,TPCW
51371,28,2,269,106,0,11/7/2006 0:00,TPCW
2817,39,2,396,71,0,11/6/2006 0:00,TPCW
3386,31,24,113,34,0,11/6/2006 0:00,TPCW
4765,12,82,236,44,0,11/6/2006 0:00,TPCW
7776,22,96,340,51,0,11/6/2006 0:00,TPCW
9023,2,27,233,34,0,11/6/2006 0:00,TPCW
14797,5,88,148,79,0,11/6/2006 0:00,TPCW
16991,26,71,146,67,0,11/6/2006 0:00,TPCW
20914,13,85,370,93,0,11/6/2006 0:00,TPCW
20914,13,73,260,114,0,11/6/2006 0:00,TPCW
28177,8,68,243,121,0,11/6/2006 0:00,TPCW
28644,24,5,157,108,0,11/6/2006 0:00,TPCW
31055,6,11,343,60,0,11/6/2006 0:00,TPCW
32533,11,100,307,79,0,11/6/2006 0:00,TPCW
38622,1,53,128,56,0,11/6/2006 0:00,TPCW
42118,17,97,330,120,0,11/6/2006 0:00,TPCW
42118,17,8,375,24,0,11/6/2006 0:00,TPCW
42295,32,66,122,163,0,11/6/2006 0:00,TPCW
44430,23,37,175,57,0,11/6/2006 0:00,TPCW
51019,33,7,176,55,0,11/6/2006 0:00,TPCW
51393,21,92,150,173,0,11/6/2006 0:00,TPCW
51393,21,70,120,32,0,11/6/2006 0:00,TPCW
52396,4,66,253,43,0,11/6/2006 0:00,TPCW
54529,36,39,229,18,0,11/6/2006 0:00,TPCW
421,1,88,297,192,0,11/5/2006 0:00,TPCW
7452,16,60,188,59,0,11/5/2006 0:00,TPCW
8819,35,43,391,133,0,11/5/2006 0:00,TPCW
10919,37,63,305,115,0,11/5/2006 0:00,TPCW
24143,10,54,390,156,0,11/5/2006 0:00,TPCW
28101,36,21,358,87,0,11/5/2006 0:00,TPCW
28370,27,49,152,35,0,11/5/2006 0:00,TPCW
29729,33,10,260,186,0,11/5/2006 0:00,TPCW
42504,12,69,385,178,0,11/5/2006 0:00,TPCW
43790,21,78,395,43,0,11/5/2006 0:00,TPCW
44027,11,73,286,70,0,11/5/2006 0:00,TPCW
45024,13,76,216,102,0,11/5/2006 0:00,TPCW
46671,29,65,384,111,0,11/5/2006 0:00,TPCW
48013,3,77,144,112,0,11/5/2006 0:00,TPCW
48058,19,69,223,150,0,11/5/2006 0:00,TPCW
5688,7,95,383,160,0,11/4/2006 0:00,TPCW
7449,9,20,213,191,0,11/4/2006 0:00,TPCW
8811,24,60,254,14,0,11/4/2006 0:00,TPCW
12644,36,68,141,97,0,11/4/2006 0:00,TPCW
12858,11,23,347,64,0,11/4/2006 0:00,TPCW
21729,37,5,107,150,0,11/4/2006 0:00,TPCW
22343,35,54,139,168,0,11/4/2006 0:00,TPCW
25667,28,80,133,150,0,11/4/2006 0:00,TPCW
27762,10,80,140,173,0,11/4/2006 0:00,TPCW
35712,40,67,353,82,0,11/4/2006 0:00,TPCW
35712,40,44,316,40,0,11/4/2006 0:00,TPCW
39433,12,86,357,191,0,11/4/2006 0:00,TPCW
45222,1,12,210,27,0,11/4/2006 0:00,TPCW
45687,8,52,363,168,0,11/4/2006 0:00,TPCW
54339,18,74,350,14,0,11/4/2006 0:00,TPCW
55212,25,82,178,79,0,11/4/2006 0:00,TPCW
3568,32,46,161,164,0,11/3/2006 0:00,TPCW
14632,38,21,187,151,0,11/3/2006 0:00,TPCW
17414,15,96,205,43,0,11/3/2006 0:00,TPCW
17414,15,88,147,104,0,11/3/2006 0:00,TPCW
18235,3,66,170,122,0,11/3/2006 0:00,TPCW
18277,6,54,234,180,0,11/3/2006 0:00,TPCW
18695,35,2,107,49,0,11/3/2006 0:00,TPCW
18695,35,50,306,56,0,11/3/2006 0:00,TPCW
22229,4,105,155,39,0,11/3/2006 0:00,TPCW
23419,7,41,254,175,0,11/3/2006 0:00,TPCW
26202,39,59,373,147,0,11/3/2006 0:00,TPCW
32536,19,53,103,155,0,11/3/2006 0:00,TPCW
34921,22,39,112,200,0,11/3/2006 0:00,TPCW
38340,8,36,219,181,0,11/3/2006 0:00,TPCW
48449,12,85,235,136,0,11/3/2006 0:00,TPCW
50112,24,53,314,67,0,11/3/2006 0:00,TPCW
52445,14,44,206,69,0,11/3/2006 0:00,TPCW
54059,1,25,315,16,0,11/3/2006 0:00,TPCW
2930,15,14,329,105,0,11/2/2006 0:00,TPCW
3970,19,42,200,112,0,11/2/2006 0:00,TPCW
6490,12,71,131,53,0,11/2/2006 0:00,TPCW
6800,3,65,341,103,0,11/2/2006 0:00,TPCW
7932,37,41,305,182,0,11/2/2006 0:00,TPCW
7932,37,97,237,56,0,11/2/2006 0:00,TPCW
8814,6,23,227,195,0,11/2/2006 0:00,TPCW
13804,13,69,167,59,0,11/2/2006 0:00,TPCW
14337,32,65,144,121,0,11/2/2006 0:00,TPCW
15843,39,42,259,105,0,11/2/2006 0:00,TPCW
16564,8,43,115,129,0,11/2/2006 0:00,TPCW
17229,35,42,388,43,0,11/2/2006 0:00,TPCW
21583,31,97,277,42,0,11/2/2006 0:00,TPCW
22976,10,8,191,83,0,11/2/2006 0:00,TPCW
32312,2,4,319,158,0,11/2/2006 0:00,TPCW
32433,36,74,303,176,0,11/2/2006 0:00,TPCW
37376,5,20,344,162,0,11/2/2006 0:00,TPCW
41189,33,20,209,137,0,11/2/2006 0:00,TPCW
41800,17,66,244,35,0,11/2/2006 0:00,TPCW
41800,17,15,154,193,0,11/2/2006 0:00,TPCW
42162,23,55,106,44,0,11/2/2006 0:00,TPCW
45833,26,76,103,45,0,11/2/2006 0:00,TPCW
47991,27,57,351,187,0,11/2/2006 0:00,TPCW
49144,16,23,376,181,0,11/2/2006 0:00,TPCW
49437,14,89,194,34,0,11/2/2006 0:00,TPCW
49437,14,62,325,149,0,11/2/2006 0:00,TPCW
51066,11,8,190,92,0,11/2/2006 0:00,TPCW
88,36,22,215,140,0,11/1/2006 0:00,TPCW
998,10,2,218,12,0,11/1/2006 0:00,TPCW
2479,7,61,192,195,0,11/1/2006 0:00,TPCW
5971,28,27,222,93,0,11/1/2006 0:00,TPCW
10314,20,83,337,134,0,11/1/2006 0:00,TPCW
13528,8,10,373,98,0,11/1/2006 0:00,TPCW
14243,29,48,211,195,0,11/1/2006 0:00,TPCW
14243,29,74,357,158,0,11/1/2006 0:00,TPCW
17656,32,91,269,85,0,11/1/2006 0:00,TPCW
18598,1,53,268,178,0,11/1/2006 0:00,TPCW
20012,16,99,242,74,0,11/1/2006 0:00,TPCW
24327,14,11,216,78,0,11/1/2006 0:00,TPCW
24327,14,73,350,83,0,11/1/2006 0:00,TPCW
38650,9,30,230,129,0,11/1/2006 0:00,TPCW
40262,3,70,366,145,0,11/1/2006 0:00,TPCW
40262,3,6,154,13,0,11/1/2006 0:00,TPCW
40262,3,87,301,193,0,11/1/2006 0:00,TPCW
42121,34,100,337,62,0,11/1/2006 0:00,TPCW
42134,25,36,247,119,0,11/1/2006 0:00,TPCW
50038,30,76,168,159,0,11/1/2006 0:00,TPCW
51671,33,24,331,26,0,11/1/2006 0:00,TPCW
52979,24,43,159,48,0,11/1/2006 0:00,TPCW
55128,22,97,193,161,0,11/1/2006 0:00,TPCW
2055,9,81,110,164,0,10/31/2006 0:00,TPCW
2747,1,77,163,71,0,10/31/2006 0:00,TPCW
2845,23,40,397,148,0,10/31/2006 0:00,TPCW
8583,4,62,334,76,0,10/31/2006 0:00,TPCW
10232,32,2,116,173,0,10/31/2006 0:00,TPCW
12031,3,6,394,71,0,10/31/2006 0:00,TPCW
17315,38,33,214,149,0,10/31/2006 0:00,TPCW
18769,17,59,340,33,0,10/31/2006 0:00,TPCW
19303,26,74,268,183,0,10/31/2006 0:00,TPCW
19358,30,57,205,198,0,10/31/2006 0:00,TPCW
19358,30,9,198,155,0,10/31/2006 0:00,TPCW
21119,18,41,306,73,0,10/31/2006 0:00,TPCW
21119,18,59,368,68,0,10/31/2006 0:00,TPCW
23256,13,17,245,72,0,10/31/2006 0:00,TPCW
26647,8,94,235,65,0,10/31/2006 0:00,TPCW
27494,14,3,267,11,0,10/31/2006 0:00,TPCW
35417,12,47,129,117,0,10/31/2006 0:00,TPCW
35417,12,104,182,125,0,10/31/2006 0:00,TPCW
39048,33,18,291,176,0,10/31/2006 0:00,TPCW
43404,7,64,188,103,0,10/31/2006 0:00,TPCW
45367,35,61,150,87,0,10/31/2006 0:00,TPCW
45873,21,88,142,74,0,10/31/2006 0:00,TPCW
46530,36,67,211,127,0,10/31/2006 0:00,TPCW
54592,20,83,167,173,0,10/31/2006 0:00,TPCW
55063,11,98,352,76,0,10/31/2006 0:00,TPCW
2653,6,10,328,101,0,10/30/2006 0:00,TPCW
6488,18,77,365,14,0,10/30/2006 0:00,TPCW
9750,19,66,351,155,0,10/30/2006 0:00,TPCW
11028,20,32,225,29,0,10/30/2006 0:00,TPCW
13045,36,64,118,70,0,10/30/2006 0:00,TPCW
14943,24,7,364,99,0,10/30/2006 0:00,TPCW
19825,8,76,116,137,0,10/30/2006 0:00,TPCW
23297,21,105,116,165,0,10/30/2006 0:00,TPCW
27626,27,31,126,10,0,10/30/2006 0:00,TPCW
27626,27,76,152,149,0,10/30/2006 0:00,TPCW
30034,30,11,278,136,0,10/30/2006 0:00,TPCW
33970,31,88,390,198,0,10/30/2006 0:00,TPCW
35903,37,42,351,41,0,10/30/2006 0:00,TPCW
37490,14,13,159,199,0,10/30/2006 0:00,TPCW
37490,14,92,209,111,0,10/30/2006 0:00,TPCW
39731,28,27,122,43,0,10/30/2006 0:00,TPCW
39731,28,10,395,119,0,10/30/2006 0:00,TPCW
41373,22,47,334,11,0,10/30/2006 0:00,TPCW
44956,26,71,349,58,0,10/30/2006 0:00,TPCW
45054,35,34,346,50,0,10/30/2006 0:00,TPCW
45170,2,102,382,134,0,10/30/2006 0:00,TPCW
45451,17,14,114,111,0,10/30/2006 0:00,TPCW
48473,11,70,238,166,0,10/30/2006 0:00,TPCW
48473,11,73,222,28,0,10/30/2006 0:00,TPCW
48983,1,10,340,185,0,10/30/2006 0:00,TPCW
48997,13,21,387,63,0,10/30/2006 0:00,TPCW
48997,13,44,241,110,0,10/30/2006 0:00,TPCW
54069,16,37,329,27,0,10/30/2006 0:00,TPCW
3210,34,90,206,147,0,10/29/2006 0:00,TPCW
3210,34,71,136,32,0,10/29/2006 0:00,TPCW
3361,24,30,349,66,0,10/29/2006 0:00,TPCW
3577,8,31,333,113,0,10/29/2006 0:00,TPCW
6802,25,96,251,93,0,10/29/2006 0:00,TPCW
6802,25,6,395,136,0,10/29/2006 0:00,TPCW
9290,40,32,239,83,0,10/29/2006 0:00,TPCW
10264,2,69,258,85,0,10/29/2006 0:00,TPCW
15520,21,38,156,172,0,10/29/2006 0:00,TPCW
19675,39,22,241,92,0,10/29/2006 0:00,TPCW
20507,19,87,128,123,0,10/29/2006 0:00,TPCW
21122,10,81,239,173,0,10/29/2006 0:00,TPCW
21404,37,29,348,168,0,10/29/2006 0:00,TPCW
21768,17,68,295,146,0,10/29/2006 0:00,TPCW
25354,28,71,333,168,0,10/29/2006 0:00,TPCW
25676,20,95,329,35,0,10/29/2006 0:00,TPCW
27187,31,23,321,198,0,10/29/2006 0:00,TPCW
29736,14,77,219,197,0,10/29/2006 0:00,TPCW
30619,13,69,392,126,0,10/29/2006 0:00,TPCW
33936,3,59,230,63,0,10/29/2006 0:00,TPCW
33936,3,39,239,32,0,10/29/2006 0:00,TPCW
41661,33,32,251,13,0,10/29/2006 0:00,TPCW
41917,36,35,124,185,0,10/29/2006 0:00,TPCW
41917,36,59,222,26,0,10/29/2006 0:00,TPCW
43856,11,102,342,111,0,10/29/2006 0:00,TPCW
50872,1,14,373,113,0,10/29/2006 0:00,TPCW
1627,7,104,262,50,0,10/28/2006 0:00,TPCW
2644,10,83,356,174,0,10/28/2006 0:00,TPCW
2833,28,26,209,157,0,10/28/2006 0:00,TPCW
3446,12,64,284,27,0,10/28/2006 0:00,TPCW
3812,40,81,392,146,0,10/28/2006 0:00,TPCW
6167,5,81,121,57,0,10/28/2006 0:00,TPCW
11522,16,46,372,171,0,10/28/2006 0:00,TPCW
11659,6,37,349,120,0,10/28/2006 0:00,TPCW
11662,17,56,202,167,0,10/28/2006 0:00,TPCW
14192,4,60,187,155,0,10/28/2006 0:00,TPCW
16100,31,35,354,164,0,10/28/2006 0:00,TPCW
18065,35,12,139,73,0,10/28/2006 0:00,TPCW
18584,29,103,380,95,0,10/28/2006 0:00,TPCW
19968,33,20,195,157,0,10/28/2006 0:00,TPCW
21304,13,23,205,96,0,10/28/2006 0:00,TPCW
21304,13,20,153,88,0,10/28/2006 0:00,TPCW
25773,22,88,176,10,0,10/28/2006 0:00,TPCW
29427,9,65,388,200,0,10/28/2006 0:00,TPCW
43930,11,44,322,25,0,10/28/2006 0:00,TPCW
44708,27,43,194,97,0,10/28/2006 0:00,TPCW
53007,23,73,250,160,0,10/28/2006 0:00,TPCW
6141,40,23,123,125,0,10/27/2006 0:00,TPCW
7834,12,92,281,50,0,10/27/2006 0:00,TPCW
14993,1,12,202,141,0,10/27/2006 0:00,TPCW
18460,25,17,118,36,0,10/27/2006 0:00,TPCW
20368,10,48,383,151,0,10/27/2006 0:00,TPCW
20400,35,78,113,47,0,10/27/2006 0:00,TPCW
20890,36,52,329,106,0,10/27/2006 0:00,TPCW
21977,20,13,332,43,0,10/27/2006 0:00,TPCW
22460,6,5,231,79,0,10/27/2006 0:00,TPCW
23251,26,62,246,19,0,10/27/2006 0:00,TPCW
23779,24,48,332,192,0,10/27/2006 0:00,TPCW
27148,13,60,312,95,0,10/27/2006 0:00,TPCW
29950,34,62,195,55,0,10/27/2006 0:00,TPCW
33248,16,67,176,131,0,10/27/2006 0:00,TPCW
33536,19,69,112,168,0,10/27/2006 0:00,TPCW
41673,33,58,209,184,0,10/27/2006 0:00,TPCW
43259,32,31,186,87,0,10/27/2006 0:00,TPCW
49399,5,8,356,183,0,10/27/2006 0:00,TPCW
54197,21,20,370,87,0,10/27/2006 0:00,TPCW
54197,21,22,317,90,0,10/27/2006 0:00,TPCW
2925,17,103,182,132,0,10/26/2006 0:00,TPCW
4900,8,45,208,34,0,10/26/2006 0:00,TPCW
4900,8,50,378,49,0,10/26/2006 0:00,TPCW
9987,40,30,135,88,0,10/26/2006 0:00,TPCW
11167,30,12,271,33,0,10/26/2006 0:00,TPCW
21967,23,2,340,24,0,10/26/2006 0:00,TPCW
21967,23,99,244,25,0,10/26/2006 0:00,TPCW
22472,25,78,287,176,0,10/26/2006 0:00,TPCW
23726,9,100,365,81,0,10/26/2006 0:00,TPCW
24394,1,90,392,114,0,10/26/2006 0:00,TPCW
33437,4,75,108,175,0,10/26/2006 0:00,TPCW
36032,19,105,365,140,0,10/26/2006 0:00,TPCW
36707,10,97,369,114,0,10/26/2006 0:00,TPCW
38871,38,54,334,98,0,10/26/2006 0:00,TPCW
39245,32,14,265,196,0,10/26/2006 0:00,TPCW
39245,32,57,352,162,0,10/26/2006 0:00,TPCW
42849,27,52,196,136,0,10/26/2006 0:00,TPCW
42849,27,93,101,182,0,10/26/2006 0:00,TPCW
43103,37,76,367,184,0,10/26/2006 0:00,TPCW
47171,28,39,185,68,0,10/26/2006 0:00,TPCW
50878,6,96,183,48,0,10/26/2006 0:00,TPCW
51939,33,74,271,169,0,10/26/2006 0:00,TPCW
53202,26,80,193,98,0,10/26/2006 0:00,TPCW
53357,20,53,314,106,0,10/26/2006 0:00,TPCW
55060,5,23,325,166,0,10/26/2006 0:00,TPCW
55060,5,53,186,176,0,10/26/2006 0:00,TPCW
684,33,6,152,79,0,10/25/2006 0:00,TPCW
2419,4,89,282,53,0,10/25/2006 0:00,TPCW
3825,7,16,346,91,0,10/25/2006 0:00,TPCW
8672,1,63,349,160,0,10/25/2006 0:00,TPCW
11575,24,23,360,20,0,10/25/2006 0:00,TPCW
13428,31,94,394,118,0,10/25/2006 0:00,TPCW
14775,28,96,323,82,0,10/25/2006 0:00,TPCW
15335,23,6,231,67,0,10/25/2006 0:00,TPCW
15362,3,98,366,20,0,10/25/2006 0:00,TPCW
24542,36,3,117,24,0,10/25/2006 0:00,TPCW
30857,14,80,345,163,0,10/25/2006 0:00,TPCW
34379,20,35,362,181,0,10/25/2006 0:00,TPCW
38275,15,98,267,165,0,10/25/2006 0:00,TPCW
41040,18,39,341,30,0,10/25/2006 0:00,TPCW
41361,39,61,127,195,0,10/25/2006 0:00,TPCW
41361,39,67,189,155,0,10/25/2006 0:00,TPCW
50560,8,17,379,54,0,10/25/2006 0:00,TPCW
51745,17,15,167,164,0,10/25/2006 0:00,TPCW
52889,13,83,204,192,0,10/25/2006 0:00,TPCW
53292,37,33,206,91,0,10/25/2006 0:00,TPCW
53307,35,56,263,173,0,10/25/2006 0:00,TPCW
3906,13,14,274,59,0,10/24/2006 0:00,TPCW
4068,35,16,255,189,0,10/24/2006 0:00,TPCW
6178,38,60,362,141,0,10/24/2006 0:00,TPCW
10010,27,102,139,16,0,10/24/2006 0:00,TPCW
19864,20,91,328,165,0,10/24/2006 0:00,TPCW
19864,20,4,242,124,0,10/24/2006 0:00,TPCW
24399,12,93,322,87,0,10/24/2006 0:00,TPCW
27509,36,22,272,197,0,10/24/2006 0:00,TPCW
31376,24,45,100,156,0,10/24/2006 0:00,TPCW
38904,31,48,338,60,0,10/24/2006 0:00,TPCW
41126,39,63,321,128,0,10/24/2006 0:00,TPCW
43363,16,55,393,75,0,10/24/2006 0:00,TPCW
44716,28,33,347,151,0,10/24/2006 0:00,TPCW
45386,40,68,294,37,0,10/24/2006 0:00,TPCW
46682,21,57,183,156,0,10/24/2006 0:00,TPCW
51398,9,35,140,176,0,10/24/2006 0:00,TPCW
55532,26,33,378,189,0,10/24/2006 0:00,TPCW
4304,2,26,376,149,0,10/23/2006 0:00,TPCW
14454,30,15,353,147,0,10/23/2006 0:00,TPCW
28576,37,15,140,117,0,10/23/2006 0:00,TPCW
30233,15,80,258,179,0,10/23/2006 0:00,TPCW
30313,12,96,335,117,0,10/23/2006 0:00,TPCW
37697,7,103,144,164,0,10/23/2006 0:00,TPCW
39599,14,10,383,158,0,10/23/2006 0:00,TPCW
40181,16,49,212,83,0,10/23/2006 0:00,TPCW
43662,19,75,137,37,0,10/23/2006 0:00,TPCW
44988,10,56,270,153,0,10/23/2006 0:00,TPCW
47104,40,74,307,13,0,10/23/2006 0:00,TPCW
49186,29,97,220,140,0,10/23/2006 0:00,TPCW
